"site","transect","plot","recruit_aspen_density","recruit_birch_density","recruit_pine_density","recruit_larch_density","standing_dead_density","dead_larch_density","dead_tree_density","live_larch_density","live_tree_density","recruit_density","soil_gCm2","SOL_depth","trees_gCm2","snags_gCm2","aspen_trees_gCm2","aspen_snags_gCm2","birch_trees_gCm2","birch_snags_gCm2","pine_trees_gCm2","pine_snags_gCm2","larch_trees_gCm2","larch_snags_gCm2","crown_severity","latitude","longitude","shrub_gCm2","dnbr","FWD_gCm2","CWD_gCm2","region","burn_year","up_flood","slope","aspect","char_percent","elevation","basal_area_ha","AGB_gCm2","treatment","trees_raw","mean_trees","mean_snags"
"CN",3,"-25",0,0,0,0,0,0,0,2674,2674,0,3316.09452873563,8,1273.89495433121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7867424171417,161.497844606637,341.739398176722,NA,123.75852,0,"Cherskiy",2001,"Upland",10,"270",NA,40.74121094,11.700495999962,1739.39287250793,"unburned",NA,NA,NA
"CN",3,"-50",0,0,0,0,354,354,354,11318,11318,0,5704.98656108597,7,2432.04376891131,1178.93283202586,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7866643816232,161.49825297296,97.1796874383505,NA,100.62136,0,"Cherskiy",2001,"Upland",14,"270",0,41.22192383,22.3481583351577,3808.77764837552,"unburned",NA,NA,NA
"CN",3,"100",0,0,0,2387,509,2928,2928,0,0,2387,1778.40041536864,3,0,18.7204823314121,NA,NA,NA,NA,NA,NA,NA,NA,2.30434782608696,68.7873884942382,161.495316205546,50.9381862118779,NA,411.18232,105.250841572718,"Cherskiy",2001,"Upland",0,"flat",0,36.89599609,0,586.091830116008,"burned",NA,NA,NA
"CN",3,"150",0,0,0,0,9903,16269,16269,0,0,0,1145.44066068516,2,0,476.404506207836,NA,NA,NA,NA,NA,NA,NA,NA,2.91304347826087,68.7876750715076,161.494318339973,42.8035872863094,NA,343.32748,0,"Cherskiy",2001,"Upland",10,"174",0,39.05895996,0,862.535573494145,"burned",NA,NA,NA
"CN",3,"200",0,0,0,7162,3183,8842,8842,0,0,7162,2110.54654478976,5,0,308.125077704072,NA,NA,NA,NA,NA,NA,NA,NA,2.76,68.7879345752298,161.49321754463,44.761538126987,NA,1042.58784,0,"Cherskiy",2001,"Upland",7,"190",0,39.05895996,0,1395.47445583106,"burned",NA,NA,NA
"CN",3,"25",0,0,0,35810,255,1655,1655,0,0,35810,1997.50193921852,2,0,79.9489650803089,NA,NA,NA,NA,NA,NA,NA,NA,2.07692307692308,68.7869524676352,161.496996693313,206.541248612863,NA,206.21532,68.434260093638,"Cherskiy",2001,"Upland",0,"flat",0,35.69433594,0,561.13979378681,"burned",NA,NA,NA
"CN",3,"50",0,0,0,2387,382,764,764,0,0,2387,2288.30018115942,4,0,17.9226146697334,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,68.7871004920452,161.496391519904,198.824490596873,NA,1.35924,0,"Cherskiy",2001,"Upland",0,"flat",0,35.69433594,0,218.106345266606,"burned",NA,NA,NA
"CN",3,"75",0,0,0,0,0,0,0,0,0,0,2218.62484848485,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7872236222028,161.495944177731,195.452837600147,NA,1.35924,0,"Cherskiy",2001,"Upland",0,"flat",0,35.45410156,0,196.812077600147,"burned",NA,NA,NA
"FOC",1,"-15a",0,0,0,0,255,255,255,1401,1401,0,5227.05129411765,6,5467.97291224679,845.549255706944,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7686809841543,156.310193287208,87.6323482387115,NA,441.38828,0,"Cherskiy",2015,"Floodplain",0,"flat",0,23.91833496,49.0299999998407,6842.54279619245,"unburned",NA,NA,NA
"FOC",1,"-15b",0,0,0,0,764,764,764,1273,1273,0,1780.53323232323,7,5253.81765621654,1015.58904713417,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7684332989156,156.309836218133,57.532758721175,NA,284.9328,993.579020791108,"Cherskiy",2015,"Floodplain",0,"flat",0,23.67797852,47.0199999998472,7605.45128286299,"unburned",NA,NA,NA
"FOC",1,"100",0,0,0,3183,4838,4966,4966,0,0,3183,1356.22729452055,4,0,4008.02217790876,NA,NA,NA,NA,NA,NA,NA,NA,1.35897435897436,67.7692857384681,156.308075096458,0,NA,154.79544,783.296156805229,"Cherskiy",2015,"Floodplain",0,"flat",3,25.60058594,0,4946.11377471399,"burned",NA,NA,NA
"FOC",1,"150",0,0,0,0,2037,2928,2928,0,0,0,2587.74150243902,6,0,4655.19952959282,NA,NA,NA,NA,NA,NA,NA,NA,2.34782608695652,67.7695305738598,156.306986538693,1.41671142744737,NA,414.33884,363.243079507868,"Cherskiy",2015,"Floodplain",0,"flat",3,18.87145996,0,5434.19816052814,"burned",NA,NA,NA
"FOC",1,"200",0,0,0,0,2165,3438,3438,0,0,0,4335.86922092901,7,0,3096.97619767066,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,67.7698230184614,156.306199226528,1.5678084057668,378.95755,666.74388,912.02396515813,"Cherskiy",2015,"Floodplain",0,"flat",0,20.07312012,0,4677.31185123456,"burned",NA,NA,NA
"FOC",1,"25",0,0,0,0,1273,1655,1655,764,764,0,981.595307593308,1,2938.57211276721,1379.6050984635,NA,NA,NA,NA,NA,NA,NA,NA,1.78947368421053,67.7688812278211,156.309490464627,0,NA,1102.4132,47.3521091792222,"Cherskiy",2015,"Floodplain",0,"flat",5,20.55371094,26.3749999999143,5467.94252040993,"burned",NA,NA,NA
"FOC",1,"50",0,0,0,0,1019,1401,1401,382,382,0,2214.72335051547,2,1035.06103508111,252.565814519279,NA,NA,NA,NA,NA,NA,NA,NA,1.57142857142857,67.7690006699413,156.309011019766,0,NA,499.56112,745.27818259292,"Cherskiy",2015,"Floodplain",0,"flat",0,22.95703125,9.33999999996966,2532.46615219331,"burned",NA,NA,NA
"FOC",1,"75",0,0,0,3183,382,637,637,1019,1019,3183,1997.63466872746,4,2744.17435474758,703.014597744605,NA,NA,NA,NA,NA,NA,NA,NA,0.846153846153846,67.7691398933529,156.308461083099,0,NA,416.97272,529.440478224533,"Cherskiy",2015,"Floodplain",0,"flat",0,21.75537109,24.7324999999196,4393.60215071672,"burned",NA,NA,NA
"FOC",2,"-25",0,0,0,0,1061,1061,1061,10610,10610,0,5382.52635160681,7,2350.05894624201,731.854141127071,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7780715655535,156.328602628782,126.081478782601,NA,96.75044,0,"Cherskiy",2015,"Floodplain",0,"flat",0,19.35217285,21.5487568178749,3304.74500615168,"unburned",NA,NA,NA
"FOC",2,"-50",0,0,0,0,1061,1061,1061,10964,10964,0,6180.68880255942,7,1938.04277521353,138.093561071884,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7780817914754,156.329064639285,28.6648484707047,NA,188.40232,869.913270048592,"Cherskiy",2015,"Floodplain",0,"flat",0,18.1505127,17.7005049527477,3163.11677480471,"unburned",NA,NA,NA
"FOC",2,"100",0,0,0,0,8488,8488,8488,0,0,0,14024.7559530026,11,0,134.950682034035,NA,NA,NA,NA,NA,NA,NA,NA,1.16666666666667,67.7779185958206,156.325503922998,4.18764958014395,NA,136.61396,0,"Cherskiy",2015,"Floodplain",0,"flat",0,15.98754883,0,275.752291614179,"burned",NA,NA,NA
"FOC",2,"150",0,0,0,0,7781,8135,8135,0,0,0,8511.81569113043,10.5,0,1496.35559020245,NA,NA,NA,NA,NA,NA,NA,NA,1.08695652173913,67.7778457570821,156.324483426287,0,NA,136.08568,251.900743272457,"Cherskiy",2015,"Floodplain",0,"flat",0,14.78588867,0,1884.34201347491,"burned",NA,NA,NA
"FOC",2,"200",0,0,0,3183,5659,6013,6013,3183,3183,3183,3676.30127634046,10,39.416914459323,502.333167423059,NA,NA,NA,NA,NA,NA,NA,NA,1.07692307692308,67.7777592558413,156.323528978973,9.44849566797023,NA,58.8628,0,"Cherskiy",2015,"Floodplain",0,"flat",0,14.78588867,0.439086008747129,610.061377550352,"burned",NA,NA,NA
"FOC",2,"25",0,0,0,0,1415,1415,1415,6366,6366,0,5436.74180090378,13,24.0238380809668,126.336527485209,NA,NA,NA,NA,NA,NA,NA,NA,0.227272727272727,67.7780483476817,156.327221626415,18.355794943059,NA,468.73664,54.0443167339479,"Cherskiy",2015,"Floodplain",0,"flat",0,18.87145996,0.200000000016327,691.497117243183,"burned",NA,NA,NA
"FOC",2,"50",0,0,0,0,7074,8135,8135,0,0,0,6751.94116852081,15.5,0,1629.50402911598,NA,NA,NA,NA,NA,NA,NA,NA,1.56521739130435,67.7780300751328,156.326674623414,0.501228678592474,NA,585.84748,0,"Cherskiy",2015,"Floodplain",0,"flat",NA,15.74719238,0,2215.85273779457,"burned",NA,NA,NA
"FOC",2,"75",0,0,0,0,9903,10257,10257,0,0,0,5302.05252009456,9,0,316.183006971264,NA,NA,NA,NA,NA,NA,NA,NA,1.10344827586207,67.7779373712837,156.326117981225,2.2858897279445,NA,126.12732,60.2827841232676,"Cherskiy",2015,"Floodplain",0,"flat",0,14.78588867,0,504.879000822476,"burned",NA,NA,NA
"FRK",1,"-25",0,0,1592,1592,891,891,891,2165,3438,3184,1314.65685312631,2.5,4224.23341345756,226.710662756875,0,0,785.92230749217,0,180.002432235617,0,3258.30867372978,226.710662756875,NA,61.8202447030486,130.23387842451,1.6243023738795,130.39398,327.8344,18.8267791423423,"Yakutsk",2002,"Upland",0,"flat",0,NA,22.3459999999274,4799.22955773066,"unburned",NA,NA,NA
"FRK",1,"-50",0,0,4000,0,2037,2037,2037,5475,5475,4000,1423.2508457164,3.1,4910.47041104717,339.335004516744,0,0,0,0,0,0,4910.47041104717,339.335004516744,NA,61.8201858827928,130.233482143672,0,166.34735,422.31944,239.555516082204,"Yakutsk",2002,"Upland",0,"flat",0,NA,29.1927999999052,5911.68037164612,"unburned",NA,NA,NA
"FRK",1,"100",136873,136873,8754,28648,1146,2165,2419,1401,1655,311148,866.929411764706,0.8,159.182235939757,1770.27292533395,0,0,21.6690757138633,0,8.88306718165616,0,128.630093044237,1770.27292533395,1.53125,61.8205767634832,130.236175542915,0.394973083538076,491.40018,1141.48524,107.163197834603,"Yakutsk",2002,"Upland",0,"flat",0,NA,1.21689999999605,3178.49857219185,"burned",NA,NA,NA
"FRK",1,"150",82761,82761,2387,63662,0,891,891,1146,2674,231571,2003.56955985191,1.4,219.792340809609,0,0,0,94.2974234546191,0,8.049122023686,0,117.445795331304,0,NA,61.8206597339833,130.237101189033,4.88748344885813,461.73627,825.38392,1094.94816149821,"Yakutsk",2002,"Upland",0,"flat",0,NA,1.67996299999454,2145.01190575668,"burned",NA,NA,NA
"FRK",1,"200",82761,82761,7958,2387,764,2419,2801,382,3565,175867,1122.62455895386,1.2,289.768986915375,508.564361704615,0,0,197.49154629297,0,45.0731742385231,0,47.2042663838819,508.564361704615,1.22,61.8207731095918,130.238135443798,34.1051520702005,516.7216,546.3468,1689.24192852334,"Yakutsk",2002,"Upland",0,"flat",0,NA,2.37563099999228,3068.02722921353,"burned",NA,NA,NA
"FRK",1,"25",146423,146423,23077,46155,5857,7512,7512,891,1019,362078,913.130574471062,1.9,308.017762354293,974.741165864942,0,0,0,0,5.18177291295327,0,302.83598944134,974.741165864942,1.91044776119403,61.8203884123696,130.234840117634,281.88040216483,372.7859,664.52924,49.5103358415943,"Yakutsk",2002,"Upland",0,"flat",0,NA,2.01479999999345,2278.67890622566,"burned",NA,NA,NA
"FRK",1,"50",165521,165521,10345,23873,2674,3183,3310,1655,2674,365260,676.986613623199,1.5,914.822801509654,619.602636777842,0,0,0,0,69.724767325748,14.3562493763912,845.098034183907,605.246387401451,1.38297872340426,61.8204583918536,130.235295947846,0.0105252258416803,537.4612,589.35744,384.260172457473,"Yakutsk",2002,"Upland",0,"flat",0,NA,5.75742499998129,2508.05357597081,"burned",NA,NA,NA
"FRK",1,"75",108225,108225,5570,39789,1146,4966,5220,1910,3820,261809,491.121188874398,2.1,818.486107185846,320.222592194399,4.62340131330699,0,23.2754755737536,0,71.8580959708781,0,718.729134327907,320.222592194399,1.54929577464789,61.8204979598433,130.235694136327,164.608707846131,486.55438,1391.89936,61.3261007879066,"Yakutsk",2002,"Upland",0,"flat",0,NA,5.48578299998218,2756.54286801428,"burned",NA,NA,NA
"FRK",2,"-50",0,0,11937,53317,382,382,382,2674,3565,65254,240.990194807162,0.9,11260.3637753722,1968.5934365751,10.0563905936849,0,26.5752448762328,0,686.231727016557,0,10537.5004128857,1968.5934365751,NA,61.8194147270784,130.253758137214,0.0398007241857015,319.86444,548.74192,711.314911247094,"Yakutsk",2002,"Upland",0,"flat",0,NA,53.3815499998266,14489.0538439186,"unburned",NA,NA,NA
"FRK",3,"-25",0,0,0,0,199,199,199,11937,11937,0,1770.7329785137,10.6,3399.91107426938,14.7039125883611,0,0,0,0,0,0,3399.91107426938,14.7039125883611,NA,61.8420327168924,130.246273001776,0,44.45505,150.86248,326.589809176123,"Yakutsk",2002,"Upland",0,"flat",0,NA,22.6653812488442,3892.06727603386,"unburned",NA,NA,NA
"FRK",3,"150",22282,22282,1592,11141,1393,9151,9151,796,3979,57297,707.601790741031,0.6,303.263318750882,209.488589052765,17.7961472591424,0,203.965633651994,0,8.81767028394781,0,72.6838675557973,209.488589052765,2.01515151515152,61.8420638842353,130.243007934089,2.95414123738008,553.88416,2393.1836,0,"Yakutsk",2002,"Upland",0,"flat",0,NA,2.42482343737634,2908.88964904103,"burned",NA,NA,NA
"FRK",3,"25",19099,19099,0,39789,0,2785,2785,796,1989,77987,1341.4524779418,1.8,186.448180570539,0,11.3682404766874,0,70.0211038468682,0,0,0,105.058836246983,0,1.75,61.8419858225078,130.245341286063,0,164.60153,889.35092,344.696023521446,"Yakutsk",2002,"Upland",0,"flat",0,NA,1.43522343742681,1420.49512409198,"burned",NA,NA,NA
"FRK",3,"75",796,796,1592,55704,995,6167,6366,1194,2188,58888,700.420451497748,0.4,275.194345425048,160.769497495316,42.4659123888584,4.18746311491925,0,0,6.7562892239843,0,225.972143812205,156.582034380396,2.2093023255814,61.842004017621,130.244480296969,6.64055916997356,428.31033,833.73676,876.697376327408,"Yakutsk",2002,"Upland",0,"flat",0,NA,2.15228124989024,2153.03853841775,"burned",NA,NA,NA
"FU",2,"-35",0,0,0,796,2476,2476,2476,17330,17330,796,2676.4967303285,11,3211.40103841446,120.633503488529,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6522565167397,155.402398975566,0,NA,606.08192,1019.86893480384,"Cherskiy",2015,"Floodplain",0,"flat",0,21.03442383,29.3127688430323,4957.98539670683,"unburned",NA,NA,NA
"FU",2,"-60",0,0,0,14324,637,637,637,5348,5348,14324,2887.40381395349,9,2922.66131519247,509.854972513903,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6521089952439,155.402755625545,0,NA,99.45388,116.658550439209,"Cherskiy",2015,"Floodplain",0,"flat",0,18.87145996,26.7028861775826,3648.62871814558,"unburned",NA,NA,NA
"FU",2,"100",0,0,0,0,4244,4244,4244,2122,2122,0,5660.70734366036,11,1180.67007621348,486.518028890082,NA,NA,NA,NA,NA,NA,NA,NA,0.888888888888889,67.6531331799924,155.400381954386,0.0105252258416803,267.33795,90.95816,325.043573569283,"Cherskiy",2015,"Floodplain",0,"flat",0,20.79406738,10.8419444453295,2083.20036389869,"burned",NA,NA,NA
"FU",2,"150",0,0,0,0,764,891,891,382,382,0,4009.71298588491,11,534.441350893153,836.427470694748,NA,NA,NA,NA,NA,NA,NA,NA,0.9,67.6534726470708,155.399534795433,72.0758088887975,295.66016,447.5622,399.703263366511,"Cherskiy",2015,"Floodplain",0,"flat",0,15.02624512,4.86989999998418,2290.21009384321,"burned",NA,NA,NA
"FU",2,"200",0,0,0,6366,6013,6720,6720,354,354,6366,3361.00422535211,7,218.220741560352,1259.75572721167,NA,NA,NA,NA,NA,NA,NA,NA,2.1,67.6538074202835,155.398844545707,17.3503433684353,261.3464,257.07684,194.218868732226,"Cherskiy",2015,"Floodplain",0,"flat",0,19.11181641,2.00694444460828,1946.62252087268,"burned",NA,NA,NA
"FU",2,"25",0,0,0,796,6366,7003,7003,2292,2292,796,4377.35784527872,13,1107.8876937531,1334.08296545547,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6526223868131,155.401482665911,0,161.81279,406.03676,594.828778330776,"Cherskiy",2015,"Floodplain",0,"flat",5,22.47631836,10.1783539999669,3442.83619753935,"burned",NA,NA,NA
"FU",2,"50",0,0,0,2387,4244,5305,5305,1768,1768,2387,3718.71673809524,9,2346.234283201,779.302482965771,NA,NA,NA,NA,NA,NA,NA,NA,1.6,67.6527670584619,155.401133727282,3.65618998782225,161.81279,333.02508,654.244290206858,"Cherskiy",2015,"Floodplain",NA,NA,20,22.47631836,21.3580555572991,4116.46232636145,"burned",NA,NA,NA
"FU",2,"75",0,0,0,0,4598,4951,4951,1061,1061,0,5947.41473322241,9,409.022831834236,1360.18939437156,NA,NA,NA,NA,NA,NA,NA,NA,1.41176470588235,67.6529496163129,155.400709351524,0,233.5644,331.2936,172.507142846843,"Cherskiy",2015,"Floodplain",0,"flat",0,19.59240723,3.74694444475032,2273.01296905264,"burned",NA,NA,NA
"FU",3,"-25",0,0,0,0,382,382,382,1273,1273,0,2992.9919078125,10,709.497219625804,132.249865946304,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.649648990482,155.361549770459,14.501358885699,-35.354435,276.23216,292.865187492497,"Cherskiy",2015,"Floodplain",0,"flat",0,17.42956543,6.48722499997892,1425.3457919503,"unburned",NA,NA,NA
"FU",3,"-50",0,0,0,0,891,891,891,2546,2546,0,4896.39210578842,8,972.925846750041,145.802082019961,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6494341623038,155.361356567591,0.935230650888891,NA,246.40596,997.374739032592,"Cherskiy",2015,"Floodplain",0,"flat",0,16.70849609,8.91492499997104,2363.44385845348,"unburned",NA,NA,NA
"FU",3,"100",0,0,0,0,10964,11671,11671,0,0,0,4817.86834586466,11,0,125.366635191423,NA,NA,NA,NA,NA,NA,NA,NA,2.75757575757576,67.6507702376693,155.36322732456,7.91954644203005,349.2271,173.18184,60.1177343279155,"Cherskiy",2015,"Floodplain",0,"flat",0,19.59240723,0,366.585755961369,"burned",NA,NA,NA
"FU",3,"150",0,0,0,0,10964,13440,13440,0,0,0,2446.64457142857,3.5,0,1156.83009288368,NA,NA,NA,NA,NA,NA,NA,NA,2.31578947368421,67.6511468365788,155.363700315356,0.0440208465662529,321.84433,651.52528,159.324150849434,"Cherskiy",2015,"Floodplain",0,"flat",0,20.31335449,0,1967.72354457968,"burned",NA,NA,NA
"FU",3,"200",0,0,0,0,7074,7074,7074,0,0,0,3214.38216833891,9,0,959.310071885564,NA,NA,NA,NA,NA,NA,NA,NA,1.75,67.651512203738,155.36417867057,9.12825933064373,211.74606,150.57484,315.457808658526,"Cherskiy",2015,"Floodplain",0,"flat",0,21.27478027,0,1434.47097987473,"burned",NA,NA,NA
"FU",3,"25",0,0,0,0,8842,8842,8842,707,707,0,8584.88994274809,12,546.228972938945,1896.61813437859,NA,NA,NA,NA,NA,NA,NA,NA,1.7037037037037,67.6502240728586,155.362447723746,81.7785804837543,379.64,232.93012,260.997247064828,"Cherskiy",2015,"Floodplain",0,"flat",0,19.35217285,5.00000000040817,3018.55305486612,"burned",NA,NA,NA
"FU",3,"50",0,0,0,15915,10610,12379,12379,0,0,15915,3793.3213741621,8,0,1013.500756171,NA,NA,NA,NA,NA,NA,NA,NA,2.51428571428571,67.6504090614616,155.362693648785,0,380.89407,378.05484,341.739139020791,"Cherskiy",2015,"Floodplain",0,"flat",0,20.07312012,0,1733.29473519179,"burned",NA,NA,NA
"FU",3,"75",0,0,0,0,2122,7427,7427,0,0,0,4718.67815873016,11,0,160.243318982753,NA,NA,NA,NA,NA,NA,NA,NA,2.57142857142857,67.6505987439304,155.363019453361,0.0852086209043108,391.20517,960.80408,40.161706342815,"Cherskiy",2015,"Floodplain",0,"flat",0,23.1973877,0,1161.29431394647,"burned",NA,NA,NA
"Gonzo",1,"-25",0,0,0,0,3537,4244,4244,4951,4951,0,1542.07399708756,5.5,829.330734445698,663.504043378641,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5284382887184,154.928710721433,152.846735656897,NA,795.38852,327.885755137567,"Cherskiy",2001,"Upland",0,"flat",0,44.34631348,7.63658611173451,2768.9557886188,"unburned",NA,NA,NA
"Gonzo",1,"-50",0,0,0,0,354,1415,1415,7781,7781,0,1012.52840001383,5,1482.60595733314,165.088883969007,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5282761827111,154.928974499925,37.9474570985464,NA,843.89816,325.027202097737,"Cherskiy",2001,"Upland",0,"flat",0,45.54785156,13.6684416677825,2854.56766049843,"unburned",NA,NA,NA
"Gonzo",1,"100",0,0,0,0,1415,6720,6720,0,0,0,1154.38991596639,2,0,167.563001534173,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5293723680078,154.927181778475,149.40529930304,245.99239,732.84468,41.6963150128427,"Cherskiy",2001,"Upland",0,"flat",0,42.9041748,0,1091.50929585006,"burned",NA,NA,NA
"Gonzo",1,"150",0,0,0,0,354,11318,11318,0,0,0,1877.80770843818,4,0,293.747428185121,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5297196302562,154.92664122954,79.4804114110146,83.809074,842.98072,51.8561486218616,"Cherskiy",2001,"Upland",0,"flat",0,47.47045898,0,1268.064708218,"burned",NA,NA,NA
"Gonzo",1,"200",0,0,0,0,1061,4598,4598,0,0,0,1119.41057748776,1.5,0,436.170413051902,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5300549063831,154.925918625667,550.143640001739,104.93125,505.8704,0,"Cherskiy",2001,"Upland",0,"flat",0,43.86547852,0,1492.18445305364,"burned",NA,NA,NA
"Gonzo",1,"25",0,0,0,0,1061,2476,2476,0,0,0,888.337789987789,3,0,57.765364165914,NA,NA,NA,NA,NA,NA,NA,NA,2.85714285714286,67.5288010574877,154.928104039281,88.1560707458148,320.17386,1214.79396,219.463780487592,"Cherskiy",2001,"Upland",0,"flat",10,43.86547852,0,1580.17917539932,"burned",NA,NA,NA
"Gonzo",1,"50",0,0,0,0,3537,8135,8135,0,0,0,2551.84804928131,3.5,0,297.426189134365,NA,NA,NA,NA,NA,NA,NA,NA,2.56521739130435,67.5290074199438,154.927697014063,638.177579265474,290.3277,967.66608,269.359950939182,"Cherskiy",2001,"Upland",0,"flat",5,44.34631348,0,2172.62979933902,"burned",NA,NA,NA
